Year,EMPLOYER_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,PHONE,FAX,CREATED_DATE,ACTIVE
2016,12402,Meyer Law Group LLC,30 North LaSalle Street,Suite 1410,Chicago,IL,60602,United States,312-265-0565,,04/16/2015,Y
2016,10203,Union Pacific Railroad,101 N. Wacker Dr.,Suite 1910,Chicago,IL,60606,United States,3127772037,,01/15/2014,Y
2016,14082,Fisk Kart Katz Regan,77 W. Washington St.,,Chicago,IL,60602,United States,(312) 726-1833,,01/26/2016,Y
2016,7022,Skyway Concession Company LLC,205 N. Michigan Avenue,Suite 2510,Chicago,IL,60601,United States,312-552-7100,,01/08/2013,Y
2016,12941,Matyas Law Firm,444 N. Michigan Avenue,36th Floor,Chicago,IL,60614,United States,312-968-9600,,07/15/2015,Y
2016,14085,Polsky & Associates. LTD,205 N. Michigan Avenue,Suite 4220,Chicago,IL,60601,United States,312-540-0200,,01/26/2016,Y
2016,13182,Coca-Cola,7400 N. Oak Park Avenue,,Niles,IL,60714,United States,847-600-2223,,08/28/2015,Y
2016,10404,Cummins NPower LLC,7145 Santa Fe Drive,,Hodgkins,IL,60525,United States,708-579-9222,708-482-6455,01/22/2014,Y
2016,11701,Revenew International LLC,9 Greenway Plaza,Ste. 1950,Houston,TX,77046,United States,281-276-4500,281-201-4389,10/17/2014,Y
2016,12681,"S4 Group, LLC",8707 Skokie Boulevard,,Skokie,IL,60077,United States,(847) 603-3062,,06/09/2015,Y
2016,7622,Federal Signal,2645 Federal Signal Drive,,University Park,IL,60484,United States,708-476-9554,,01/25/2013,Y
2016,9782,"Polsky & Associates, LTD",205 N. Michigan Avenue,Suite 4220,Chicago,IL,60601,United States,312-540-0200,312-540-0207,12/19/2013,Y
2016,14086,Joseph Pilewski,53 West Jackson Blvd,Ste 662,Chicago,IL,60604,United States,312-953-6070,312-962-1979,01/26/2016,Y
2016,14125,Michael Abramson,Two Prudential Plaza,180 N. Stetson Ave.  47th Floor,Chicago,IL,60601,United States,312-471-2900,,01/26/2016,Y
2016,8101,TKG & Associates LLC,"440 N. Wabash Ave., Ste. 3909",,Chicago,IL,60611,United States,312-329-8100,866-871-0043,03/26/2013,Y
2016,7781,Universal Boot Inc.,747 Meloche Ave,,Dorval,NY,11111,Canada,5146315005,5146314114,01/31/2013,Y
2016,4100,Katten Muchin Rosenman LLP,525 West Monroe St.,,Chicago,IL,60661,United States,312-902-5200,312-902-1061,,Y
2016,14122,Community Currency Exchange Assn of IL,10220 s cicero ave,suite 202,oak lawn,IL,60453,United States,8477598905,8477598910,01/26/2016,Y
2016,4936,General Growth Properties,110 N. Wacker Dr.,,Chicago,IL,60611,United States,312-960-5144,312-960-5476,,Y
2016,14101,Intergovernmental Consulting and Management Group,6808 W. Archer Avenue,,Chicago,IL,60638,United States,773-586-8181,,01/26/2016,Y
2016,4474,Philips Lighting,10275 W. Higgins Rd,,Rosemont,IL,60018,United States,847-390-5382,847-390-5382,,Y
2016,14084,Sarah Sheehan,9848 S Damen Ave,,Chicago,IL,60643,United States,7733155163,,01/26/2016,Y
2016,12821,"Brycer, LLC",4355 Weaver Parkway,Ste. 330,Warrenville,IL,60555,United States,630-413-4932,630-413-4920,06/29/2015,Y
2016,13141,Timothy Barton,5401 S. Hyde Park Blvd.,Apt. 205,Chicago,IL,60615,United States,773.304.6458,,08/11/2015,Y
2016,4186,"Foley & Lardner, LLP",321 N Clark St. #2800,,Chicago,IL,60610,United States,312-832-4500,312-832-4700,,Y
2016,14141,General Motors LLC,"25 Massachusetts Avenue, NW",Sutie 400,Washington,DC,20001,United States,202-775-5056,,01/27/2016,Y
2016,6724,West Town Chicago Chamber of Commerce,1819 W. Chicago Ave.,,Chicago,IL,60622,United States,312-850-9390,,12/07/2012,Y
2016,4737,Daspin & Aument,"227 W. Monroe St., #3500",,Chicago,IL,60606,United States,312-258-3768,312-258-195,,Y
2016,14161,BNY Mellon,"222 Liberty Street, 22nd Floor",,New York,NY,10286,United States,2126358202,,01/28/2016,Y
2016,4429,"Foley & Lardner, LLP","321 N. Clark St., Ste. 2800",,Chicago,IL,60610,United States,312-832-4500,312-832-4700,,Y
2016,10279,Foley & Lardner LLP,321 N. Clark Street - Suite 2800,,Chicago,IL,60654,United States,312-832-4546,312-832-4700,01/17/2014,Y
2016,4717,"Burke, Warren, MacKay & Serritella, PC","330 N. Wabash Ave., 22nd Flr",,Chicago,IL,60611,United States,312-840-7039,312-840-790,,Y
2016,8221,PricewaterhouseCoopers LLP,One North Wacker Drive,,Chicago,IL,60606,United States,630-650-1034,,04/12/2013,Y
2016,12141,O'Neill & Associates,31 New Chardon St,,Boston,MA,02114,United States,617-646-1000,617-646-1290,02/04/2015,Y
2016,7584,John  T. O'Connell,P.O.Box 460,,Western Springs,IL,60558,United States,708-267-3087,708-246-2247,01/23/2013,Y
2016,12117,New Albertsons d/b/a Jewel-Osco,150 Pierce Road,,Itasca,IL,60143,United States,630-948-6010,,01/27/2015,Y
2016,10482,"Schuyler, Roche & Crisham, P.C.",180 N Stetson,,Chicago,IL,60601,United States,312-565-8439,312 565 8300,01/30/2014,Y
2016,10425,"Chicago Neighborhood Initiatives, Inc.",1000 E 111th Street,,Chicago,IL,60605,United States,7733412063,,01/24/2014,Y
2016,4723,"Tri-Angle Fabrication & Body Co., Inc",1344 W. 43rd St.,,Chicago,IL,60609,United States,773-523-0421,773-523-880,,Y
2016,13061,"CCS International, Inc",1815 South Meyers Road,Suite 200,Oakbrook Terrace,IL,60181,United States,630-678-0808,,07/22/2015,Y
2016,4710,Chicago Neighborhood Initiatives,1000 E. 111th St.,,Chicago,IL,60628,United States,773-602-8344,773-468-0263,,Y
,14083,BNY Mellon,"225 Liberty Street, 22nd Floor",,New York,NY,10286,United States,2126358202,,01/26/2016,Y
2016,14201,Sensys Networks,1608 Fourth Street Suite 200,,Berkeley,CA,94710,United States,5108982244,5108982244,02/01/2016,Y
2016,10402,Rice Financial Products Company,"55 Broad St, 27 Flr",,New York,NY,10004,United States,2129089200,2129089299,01/22/2014,Y
,13966,Geofeedia,444N Wells,,Chicago,IL,60654,United States,(312) 724-8469,,01/20/2016,Y
2016,14221,RBC Global Asset Management,1211 Avenue of the Americas,29th Floor,New York,NY,10036,United States,212-703-6229,,02/02/2016,Y
2016,4268,Terry Gabinski,1817 W. Oakdale,,Chicago,IL,60657,United States,773-276-7600,773-477-6683,,Y
2016,12182,"American Express Travel Related Services Company, Inc",200 Vesey St,,New York,NY,10285,United States,212-640-0021,,02/23/2015,Y
2016,4599,Northern Trust Corporation,"50 S. LaSalle St., M-9",,Chicago,IL,60603,United States,312-444-3965,312-630-1596,,Y
2016,4608,Northern Trust Corporation,50 South LaSalle St. M-9,,Chicago,IL,60603,United States,312-557-0945,312-444-5478,,Y
2016,14241,Donald Pollak,50 S. LaSalle M-9,,Chicago,IL,60603,United States,312-752-8892,,02/03/2016,Y
2016,13381,"The Intelligence Group, LTD",2930 S Michigan Ave,Unit 100,Chicago,IL,60616,United States,312-344-1288,,10/29/2015,Y
2016,4444,CSX Corporation,1700 W. 167th Street,,Calumet City,IL,60409,United States,708-832-2169,708-832-2090,,Y
2016,4201,Northern Trust Corporation,"50 S. LaSalle St., M-9",,Chicago,IL,60603,United States,312-444-3965,312-630-1596,,Y
,14181,"Steve's Equipment Service, Inc.",1400 Powis Rd.,,West Chicago,IL,60185,United States,630-231-4840,630-231-4945,01/29/2016,Y
2016,4269,Northern Trust Corporation,"50 South LaSalle, St. M-9",,Chicago,IL,60603,United States,312-444-3965,312-630-1596,,Y
2016,4162,"Miller, Canfield, Paddock and Stone PLC","225 W. Washington St., Ste. 2600",,Chicago,IL,60606,United States,312-460-4210,312-460-4201,,Y
2016,10661,Gonzalez Saggio & Harlan LLP,180 N. Stetson Ave,Ste. 4425,Chicago,IL,60601,United States,312-236-0475,312-236-1750,03/07/2014,Y
2016,11081,Lealtad group LLC,2520 s. Oakley,,Chicago,IL,60608,United States,7734479563,,04/28/2014,Y
,14261,Mater Inc.,1590 w. Algonquin ed,,Hoffman Estates,IL,60192,United States,847-854-7066,,02/05/2016,Y
2016,14301,Related Midwest LLC,350 W Hubbard,Suite 300,Chicago,IL,60654,United States,312-595-7400,,02/08/2016,Y
2016,14281,"Xsight Systems, Inc","One Post Office Square, 30th FL",,Boston,MA,02109,United States,9046256655,,02/08/2016,Y
2016,14321,"Fidelity Investments Institutional Services Company, Inc",100 Salem Street,O2N,Smithfield,RI,02917,United States,401-292-7715,616-217-6777,02/09/2016,Y
2016,14341,Hilltop Securities,1201 Elm Street,Suite 3500,Dallas,TX,75270,United States,2149534000,,02/24/2016,Y
2016,14361,Polygrammic LLC,620 Northumberland Rd,,Teaneck,NJ,07666,United States,718-644-4010,,02/24/2016,Y
2016,14382,Target Corporation,1000 Nicollet Mall,TPN 1101,Minneapolis,MN,55403,United States,612-761-4011,,02/25/2016,Y
2016,14381,Chemring Detection Systems,4205 Westinghouse Commons Dr,,Charlotte,NC,28273,United States,980-235-2200,,02/25/2016,Y
2016,13501,Glazier Corporation,1406 W Fulton,# A-2,Chicago,IL,60607,United States,312-208-2500,,12/23/2015,Y
2016,14401,Ernst & Young LLP,777 Woodward Avenue - Suite 1000,One Kennedy Square,Detroit,MI,48226,United States,313-628-7135,,02/29/2016,Y
2016,14421,Kathy Brown,400 N McClurg Ct.,Unit 3003,Chicago,IL,60611,United States,773-339-4987,805-309-3720,03/01/2016,Y
2016,14441,Dentons US LLP,233 S. Wacker,,Chicago,IL,60606,United States,312 876 8000,,03/02/2016,Y
2016,14461,RAECO LIC LLC,135 Bernice Dr,,Bensenville,IL,60106,United States,815-464-6200,815-464-8720,03/08/2016,Y
2016,14481,Northleaf Capital Partners (Canada) Ltd,79 Wellington St. West,"6th Flr, Box 120","Toronto, ON",IL,M5K 1N9,Canada,416-477-6701,416-304-0195,03/09/2016,Y
2016,14483,AMP Capital Investors (US) Ltd,71 S Wacker Dr,Ste 1725,Chicago,IL,60606,United States,312-261-7680,312-261-7699,03/09/2016,Y
2016,14482,AMP Capital Investors (US) Limited,1111 Avenue of the Americas,40th Flr,New York,NY,10036,United States,212-223-7740,212-888-6525,03/09/2016,Y
2016,11521,"Daley and Georges, Ltd.",20 S. Clark St.,Suite 400,Chicago,IL,60603,United States,312-726-8797,312-726-8819,09/08/2014,Y
2016,14501,Wine and Spirits Distributors of Illinois,27 E Monroe,Ste. 800,Chicago,IL,60603,United States,312-782-7820,,03/14/2016,Y
2016,14521,GlaxoSmithKline,47 W DIVISION ST # 234,,chicago,IL,60610,United States,3125044080,,03/18/2016,Y
2011,4524,SEIU Health Care IL/IN,209 W. Jackson Blvd,,Chicago,IL,60606,United States,312-980-9000,312-641-0773,,Y
2012,4702,Barnes & Thormburg LLP,"1 N. Wacker Dr., Ste. 4400",,Chicago,IL,60606,United States,312-357-1313,312-759-5646,,N
2015,4769,Citigroup Global Markets Inc.,"390 Greenwich St., 2nd Flr",,New York,NY,10013,United States,212-816-6000,212-723-8939,,Y
2011,4643,SEIU Local 1,111 E. Wacker 25th Flr,,Chicago,IL,60601,United States,312-233-8880,,,Y
2015,4742,Unisys Corp.,"1 E. Wacker Dr., Ste. 2350",,Chicago,IL,60601,United States,312-832-7200,312-832-7264,,Y
2011,4867,Ungaretti & Harris LLP,3500 Three First National Plaza,,Chicago,IL,60602,United States,312-977-4377,312-977-4405,,Y
2012,4436,MCapitol Management,"175 W. Jackson, Suite 1900",,Chicago,IL,60604,United States,312-831-3500,312-831-3509,,Y
2012,4703,Local 881 United Food & Commercial Workers,10400 W. Higgins Rd,,Rosemont,IL,60018,United States,847-294-5064,847-759-7106,,Y
2011,4669,Iberl Management Corp,1856 W. Pershing Rd,,Chicago,IL,60609,United States,773-523-3347,773-523-2776,,Y
2013,9721,LAZ Parking,33 W. Monroe,,Chicago,IL,60603,United States,312-577-7985,,11/26/2013,Y
2013,7945,Jefferies LLC,"520 Madison Ave., 8th Flr",,New York,NY,10022,United States,212-336-7270,212-909-9920,03/01/2013,Y
2012,4336,"Collateral Trustee, Inc","1033 W. VanBuren, 7th Flr",,Chicago,IL,60607,United States,312-944-6270,312-944-375,,Y
2014,4515,Citigroup Global Markets Inc.,388 Greenwich St.,,New York,NY,10013,United States,212-816-6000,212-723-8939,,Y
2014,10301,Jefferies LLC,"520 Madison Ave., 8th Flr",,New York,NY,10022,United States,212-707-6427,212-909-9920,01/18/2014,Y
2011,4668,SNR Denton US LLP,"233 S, Wacker Dr. Ste. 7800",,Chicago,IL,60606,United States,312-876-8000,312-876-7934,,Y
2014,7727,JP Morgan Chase & Co,10 S. Dearborn,16th Flr - IL,Chicago,IL,60603,United States,312-732-1897,312-732-7542,01/29/2013,Y
2015,4144,BMO Capital Markets GKST,115 S. LaSalle  37th Flr,,Chicago,IL,60603,United States,312-845-2005,,,Y
2011,4907,Scott Balice Strategies,20 N. Wacker #2200,,Chicago,IL,60606,United States,312-263-7900,,,Y
2013,4268,Terry Gabinski,1817 W. Oakdale,,Chicago,IL,60657,United States,773-276-7600,773-477-6683,,Y
2012,4133,"Vacant Property Security, Inc",4010 S. Morgan St,,Chicago,IL,60609,United States,312-957-7550,,,Y
2013,4566,EnerNOC Inc.,"101 Federal St., Ste. 1100",,Boston,MA,02110,United States,617-224-9900,617-224-9910,,Y
2012,4445,Luking & Associates,120 W. Kinzie St. Ste. 300,,Chicago,IL,60610,United States,312-245-0940,312-245-0942,,Y
2012,6641,Fidelity Consulting Group LLC,120 W Madison St.,Ste. 1406,Chicago,IL,60602,United States,312-332-5311,312-332-5311,11/14/2012,Y
2012,4148,Lighten-Gale LLC,"39 S. LaSalle St., Ste. 808",,Chicago,Il,60603,United States,312-920-1500,,,Y
2012,4513,William Blair and Co.,222 W. Adams St.,,Chicago,IL,60606,United States,312-236-1600,312-236-0174,,Y
2011,4207,DLA Piper US LLP,203 N. LaSalle St. Suite 1900,,Chicago,IL,60601,United States,312-368-4000,312-236-7516,,Y
2012,4402,"Avgeris and Associates, Inc","2500 S. Highland Ave., #103",,Lombard,IL,60148,United States,630-620-8684,630-620-886,,N
2011,4710,Chicago Neighborhood Initiatives,1000 E. 111th St.,,Chicago,IL,60628,United States,773-602-8344,773-468-0263,,Y
2012,4333,"Barclays Capital, Inc.",745 Seventh Ave.,,New York,NY,10019,United States,212-526-4655,212-520-0926,,N
2011,4865,"KPMG, LLP",303 E. Wacker Dr,,Chicago,IL,60601,United States,312-665-1000,,,Y
2012,6441,Morgan Stanley & Co. LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,212-761-0450,10/21/2012,Y
2013,4603,"Cabrera Capital Markets, LLC","10 S. LaSalle, Ste. 1050",,Chicago,IL,60603,United States,312-236-8888,312-236-8936,,Y
2012,4261,Nicolay & Dart LLC,"33 N. Dearborn St., Ste. 2200",,Chicago,IL,60602,United States,312-701-0221,312-658-0464,,Y
2011,4940,Public Safety Medical,"324 E. New York St., Ste. 300",,Indianapolis,IN,46204,United States,317-972-1180,317-972-1190,,Y
2012,4247,"Dutko Worldwide, LLC","412 First St., SE, Ste. 100",,Washington,DC,20003,United States,202-484-4884,202-484-0109,,N
2013,4668,SNR Denton US LLP,"233 S, Wacker Dr. Ste. 7800",,Chicago,IL,60606,United States,312-876-8000,312-876-7934,,Y
2011,4605,AT&T Illinois,"225 W. Randolph St., Ste.27A",,Chicago,IL,60606,United States,312-727-4221,312-727-3722,,Y
2011,4474,Philips Lighting,10275 W. Higgins Rd,,Rosemont,IL,60018,United States,847-390-5382,847-390-5382,,Y
2013,4219,"Chico & Nunes, PC",333 W. Wacker Dr. Ste 1800,,Chicago,Il,60606,United States,312-463-1000,312-463-1001,,Y
2012,6445,Morgan Stanley & Co. LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,,10/21/2012,Y
2012,4267,"Neal & Leroy, LLC","203 N. LaSalle, Ste. 2300",,Chicago,IL,60601,United States,312-641-7144,312-641-5137,,Y
2011,4299,Miller Shakman & Beem LLP,"180 N. LaSalle St., #3600",,Chicago,IL,60601,United States,312-263-3700,312-263-3270,,Y
2014,4287,Laube Consulting Group LLC,200 S. Wacker Dr.  Ste. 3100,,Chicago,IL,60606,United States,312-674-4537,312-275-747,,Y
2012,4564,GlobalVia USA Corp.,1230 Avenue of the Americas,,New York,NY,10020,United States,917-639-4122,917-639-4005,,Y
2014,9941,SAS Institute Inc.,100 SAS Campus Dr.,,Cary,NC,27513,United States,919-531-5865,919-677-4444,01/03/2014,Y
2011,4103,Ungaretti & Harris LLP,"70 W. Madison, Ste. 3500",,Chicago,IL,60602,United States,312-977-4400,312-977-4405,,Y
2011,4543,Tristan & Cervantes,"30 W. Monroe St., Ste. 630",,Chicago,IL,60603,United States,312-345-9200,312-345-1533,,Y
2014,4742,Unisys Corp.,"1 E. Wacker Dr., Ste. 2350",,Chicago,IL,60601,United States,312-832-7200,312-832-7264,,Y
2014,4603,"Cabrera Capital Markets, LLC","10 S. LaSalle, Ste. 1050",,Chicago,IL,60603,United States,312-236-8888,312-236-8936,,Y
2012,4195,"Schain Burney Ross & Citron, Ltd","222 N. LaSalle St., #1910",,Chicago,IL,60602,United States,312-332-0200,312-332-4515,,Y
2013,4203,William Gainer,10250 S. Bell,,Chicago,IL,60643,United States,312-320-7222,773-239-3390,,Y
2012,4428,John Fritchey,2539 N. Southport,,Chicago,IL,60614,United States,312-593-5400,,,Y
2011,4682,Unite Here Local 1,275m 7th Ave,,NY,NY,10001,United States,212-265-7000,212-265-3415,,Y
2014,4403,"Ansaldo STS USA, Inc",1000 Technology Dr,,Pittsburgh,PA,15219,United States,412-688-2400,412-688-2399,,Y
2011,4142,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425,630-948-666,,Y
,12057,John  O&#039;Connell,P.O.Box 460,,Western Springs,IL,60558,United States,708-267-3087,708-246-2247,01/06/2015,Y
2012,4152,"Avgeris and Associates, Inc","2500 S. Highland Ave., #103",,Lombard,IL,60148,United States,630-620-8684,630-620-886,,Y
,10081,"JCDecaux North America, Inc","3 Park Avenue, 33rd Floor",,NY,NY,10016,United States,646-834-1327,646-834-1202,01/10/2014,Y
2014,4723,"Tri-Angle Fabrication & Body Co., Inc",1344 W. 43rd St.,,Chicago,IL,60609,United States,773-523-0421,773-523-880,,Y
2011,4670,"Neal & Leroy, LLC","203 N. LaSalle, Ste. 2300",,Chciago,IL,60601,United States,312-641-7144,312-641-5137,,Y
2014,10063,Motorola Solutions,224 South Michigan Ave,7th FL,Chicago,IL,60604,United States,708-785-8298,,01/09/2014,Y
2012,4199,"Neal & Leroy, LLC","203 N. LaSalle, Ste. 2300",,Chicago,IL,60601,United States,312-641-7144,312-641-5137,,Y
2011,4309,SEIU Local 1,111 E. Wacker 25th Flr,,Chicago,IL,60601,United States,312-240-1600,,,Y
2011,4749,"Illinois Government Consultants, Inc","500 N. Michigan Ave., Ste. 300",,Chicago,Il,60611,United States,312-907-7586,312-867-0031,,Y
2014,9842,Walgreen Co.,104 Wilmot Rd,#1459,Deeerfield,IL,60015,United States,847-315-4863,847-315-4417,12/24/2013,Y
2011,4902,T-Mobile,"2001 Butterfield, Ste. 1900",,Downers Grove,IL,60515,United States,312-952-0525,630-960-8474,,Y
2012,4669,Iberl Management Corp,1856 W. Pershing Rd,,Chicago,IL,60609,United States,773-523-3347,773-523-2776,,Y
2011,4536,"Scofes & Associates Conculting, Inc",535 N. Capitol Ave,,Lansing,MI,48933,United States,517-485-5536,517-485-255,,Y
2011,4560,McGuire Woods Consulting LLC,"77 W. Wacker St., Ste. 4100",,Chicago,IL,60601,United States,312-750-6004,312-558-4381,,Y
2012,4603,"Cabrera Capital Markets, LLC","10 S. LaSalle, Ste. 1050",,Chicago,IL,60603,United States,312-236-8888,312-236-8936,,Y
2012,4422,AT&T Illinois,"225 W. Randolph St., Suite 27B",,Chicago,IL,60606,United States,312-727-7569,312-727-5662,,N
2011,4773,Teamsters Volunteers in Politics,"1300 W. Higgins Rd., Ste. 220",,Park Ridge,IL,60068,United States,847-292-1225,847-292-14,,Y
2012,4566,EnerNOC Inc.,"101 Federal St., Ste. 1100",,Boston,MA,02110,United States,617-224-9900,617-224-9910,,Y
2011,4707,Dominick's,711 Jorie Blvd,,Oak Brook,IL,60523,United States,630-891-5730,630-891-5720,,Y
2012,5703,Resolute Consulting,"200 W. Madison,",Ste. 3600,Chicago,IL,60606,United States,312-673-1301,312-673-1305,08/10/2012,Y
2011,4240,Acacia Financial Group Inc,"13000 Lincoln Dr. W, Ste. 206",,Marlton,NJ,08053,United States,856-234-2266,856-234-6697,,N
2012,6443,Morgan Stanley & Co. LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,212-761-0450,10/21/2012,Y
2012,4442,Roosevelt Group,"600 W. Van Buren, Ste. 909",,Chicago,IL,60430,United States,312-332-6600,312-332-041,,Y
2011,4616,Melvin & Co.,111 W. Jackson Ste. 2110,,Chicago,IL,60604,United States,312-341-0050,,,Y
2012,4114,Perkins Coie LLP,"131 S. Dearborn, Suite 1700",,Chicago,IL,60603,United States,312-324-8400,312-324-9400,,Y
2012,4683,IL Retail Merchants Assoc.,"19 S. LaSalle St., Ste. 300",,Chicago,IL,60603,United States,312-726-4600,312-726-9570,,Y
2014,10282,Citigroup Global Markets Inc.,388 Greenwich Street,,New York,NY,10013,United States,(212) 816-6000,(212) 723-8939,01/17/2014,Y
2011,4646,ComEd,"440 S. LaSalle, Suite 3300",,Chicago,IL,60605,United States,312-636-1840,630-437-2350,,N
2011,4717,"Burke, Warren, MacKay & Serritella, PC","330 N. Wabash Ave., 22nd Flr",,Chicago,IL,60611,United States,312-840-7039,312-840-790,,Y
2012,4549,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,212-902-1000,,,Y
2011,4402,"Avgeris and Associates, Inc","2500 S. Highland Ave., #103",,Lombard,IL,60148,United States,630-620-8684,630-620-886,,N
2013,4936,General Growth Properties,110 N. Wacker Dr.,,Chicago,IL,60611,United States,312-960-5144,312-960-5476,,Y
2015,7727,JP Morgan Chase & Co,10 S. Dearborn,16th Flr - IL,Chicago,IL,60603,United States,312-732-1897,312-732-7542,01/29/2013,Y
